ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2009-09-26,1163.0554865698234,863.0524407979572,1203.4087316202622,1163.0554865698234,1163.0554865698234,-159.34333643834066,-159.34333643834066,-159.34333643834066,-155.18991132202737,-155.18991132202737,-155.18991132202737,-4.153425116313296,-4.153425116313296,-4.153425116313296,0.0,0.0,0.0,1003.7121501314828
2009-09-27,1163.163530416419,996.7364177282664,1334.0061415202424,1163.163530416419,1163.163530416419,-4.043897246896083,-4.043897246896083,-4.043897246896083,0.8818539286405566,0.8818539286405566,0.8818539286405566,-4.92575117553664,-4.92575117553664,-4.92575117553664,0.0,0.0,0.0,1159.119633169523
2009-09-28,1163.2715742630144,1144.6931096028013,1453.1812206134175,1163.2715742630144,1163.2715742630144,149.91834183597695,149.91834183597695,149.91834183597695,155.53500557559738,155.53500557559738,155.53500557559738,-5.616663739620412,-5.616663739620412,-5.616663739620412,0.0,0.0,0.0,1313.1899160989913
2009-09-29,1163.37961810961,1162.525829892048,1508.5064755546393,1163.37961810961,1163.37961810961,188.96122978097767,188.96122978097767,188.96122978097767,195.18101260973162,195.18101260973162,195.18101260973162,-6.219782828753988,-6.219782828753988,-6.219782828753988,0.0,0.0,0.0,1352.3408478905876
2009-09-30,1163.4876619562058,1081.7432392003363,1400.7772444109683,1163.4876619562058,1163.4876619562058,79.60964338497938,79.60964338497938,79.60964338497938,86.34063128743865,86.34063128743865,86.34063128743865,-6.730987902459272,-6.730987902459272,-6.730987902459272,0.0,0.0,0.0,1243.0973053411851
2009-10-01,1163.5957058028014,882.206780828031,1233.9487447495062,1163.5957058028014,1163.5957058028014,-96.75008985589403,-96.75008985589403,-96.75008985589403,-89.60160136088157,-89.60160136088157,-89.60160136088157,-7.1484884950124545,-7.1484884950124545,-7.1484884950124545,0.0,0.0,0.0,1066.8456159469074
2009-10-02,1163.7037496493967,806.1070174863008,1141.2276431614225,1163.7037496493967,1163.7037496493967,-200.61981821445818,-200.61981821445818,-200.61981821445818,-193.1469907188361,-193.1469907188361,-193.1469907188361,-7.47282749562211,-7.47282749562211,-7.47282749562211,0.0,0.0,0.0,963.0839314349386
2009-10-03,1163.8117934959923,829.1156779697027,1195.1149531551525,1163.8117934959923,1163.8117934959923,-162.8967283666765,-162.8967283666765,-162.8967283666765,-155.18991132194492,-155.18991132194492,-155.18991132194492,-7.706817044731585,-7.706817044731585,-7.706817044731585,0.0,0.0,0.0,1000.9150651293158
2009-10-04,1163.919837342588,983.9300059308886,1309.0988053855183,1163.919837342588,1163.919837342588,-6.973555059235508,-6.973555059235508,-6.973555059235508,0.8818539287640966,0.8818539287640966,0.8818539287640966,-7.855408987999605,-7.855408987999605,-7.855408987999605,0.0,0.0,0.0,1156.9462822833525
2009-10-05,1164.0278811891837,1143.9351044366313,1488.5863702767294,1164.0278811891837,1164.0278811891837,147.60950183051176,147.60950183051176,147.60950183051176,155.53500557568208,155.53500557568208,155.53500557568208,-7.925503745170282,-7.925503745170282,-7.925503745170282,0.0,0.0,0.0,1311.6373830196956
2009-10-06,1164.135925035779,1146.9391704806278,1522.0553898989654,1164.135925035779,1164.135925035779,187.25530935326572,187.25530935326572,187.25530935326572,195.18101260978918,195.18101260978918,195.18101260978918,-7.92570325652344,-7.92570325652344,-7.92570325652344,0.0,0.0,0.0,1351.3912343890447
2009-10-07,1164.2439688823747,1092.4414280321791,1416.8003159844702,1164.2439688823747,1164.2439688823747,78.47461597607187,78.47461597607187,78.47461597607187,86.34063128799016,86.34063128799016,86.34063128799016,-7.866015311918286,-7.866015311918286,-7.866015311918286,0.0,0.0,0.0,1242.7185848584465
2009-10-08,1164.3520127289703,863.9070004919201,1235.1065306082805,1164.3520127289703,1164.3520127289703,-97.35911935966347,-97.35911935966347,-97.35911935966347,-89.60160136099674,-89.60160136099674,-89.60160136099674,-7.7575179986667235,-7.7575179986667235,-7.7575179986667235,0.0,0.0,0.0,1066.9928933693068
2009-10-09,1164.4600565755659,785.2333406510717,1110.2109265322936,1164.4600565755659,1164.4600565755659,-200.7589849014866,-200.7589849014866,-200.7589849014866,-193.1469907188637,-193.1469907188637,-193.1469907188637,-7.611994182622907,-7.611994182622907,-7.611994182622907,0.0,0.0,0.0,963.7010716740792
2009-10-10,1164.5681004221615,796.5180905312868,1166.3231692052311,1164.5681004221615,1164.5681004221615,-162.6314581492527,-162.6314581492527,-162.6314581492527,-155.1899113218625,-155.1899113218625,-155.1899113218625,-7.441546827390177,-7.441546827390177,-7.441546827390177,0.0,0.0,0.0,1001.9366422729088
2009-10-11,1164.676144268757,1004.1269726040017,1358.869078460515,1164.676144268757,1164.676144268757,-6.37635260453975,-6.37635260453975,-6.37635260453975,0.8818539285396039,0.8818539285396039,0.8818539285396039,-7.258206533079354,-7.258206533079354,-7.258206533079354,0.0,0.0,0.0,1158.2997916642173
2009-10-12,1164.7841881153527,1141.952116482401,1488.3805566795982,1164.7841881153527,1164.7841881153527,148.46146265399926,148.46146265399926,148.46146265399926,155.53500557553076,155.53500557553076,155.53500557553076,-7.0735429215315015,-7.0735429215315015,-7.0735429215315015,0.0,0.0,0.0,1313.2456507693519
2009-10-13,1164.892231961948,1174.6806074768738,1537.0290640141059,1164.892231961948,1164.892231961948,188.28272120792366,188.28272120792366,188.28272120792366,195.18101260975027,195.18101260975027,195.18101260975027,-6.898291401826624,-6.898291401826624,-6.898291401826624,0.0,0.0,0.0,1353.1749531698717
2009-10-14,1165.0002758085436,1061.6926828861253,1432.5050466410223,1165.0002758085436,1165.0002758085436,79.59862486747393,79.59862486747393,79.59862486747393,86.34063128787106,86.34063128787106,86.34063128787106,-6.742006420397125,-6.742006420397125,-6.742006420397125,0.0,0.0,0.0,1244.5989006760176
2009-10-15,1165.1083196551394,880.2835582114857,1198.278722246872,1165.1083196551394,1165.1083196551394,-96.21435290757627,-96.21435290757627,-96.21435290757627,-89.60160136111976,-89.60160136111976,-89.60160136111976,-6.612751546456509,-6.612751546456509,-6.612751546456509,0.0,0.0,0.0,1068.8939667475631
2009-10-16,1165.216363501735,805.6989955947106,1130.4518067785198,1165.216363501735,1165.216363501735,-199.6638264059223,-199.6638264059223,-199.6638264059223,-193.14699071889058,-193.14699071889058,-193.14699071889058,-6.516835687031713,-6.516835687031713,-6.516835687031713,0.0,0.0,0.0,965.5525370958128
2009-10-17,1165.3244073483304,861.6636417242546,1193.283821218274,1165.3244073483304,1165.3244073483304,-161.64851471912868,-161.64851471912868,-161.64851471912868,-155.18991132200807,-155.18991132200807,-155.18991132200807,-6.458603397120603,-6.458603397120603,-6.458603397120603,0.0,0.0,0.0,1003.6758926292017
2009-10-18,1165.432451194926,947.3805861033601,1327.4536390158653,1165.432451194926,1165.432451194926,-5.558431758861228,-5.558431758861228,-5.558431758861228,0.8818539286688452,0.8818539286688452,0.8818539286688452,-6.440285687530072,-6.440285687530072,-6.440285687530072,0.0,0.0,0.0,1159.8740194360648
2009-10-19,1165.5404950415216,1142.2623720437982,1443.6937297765141,1165.5404950415216,1165.5404950415216,149.07308959470168,149.07308959470168,149.07308959470168,155.535005575608,155.535005575608,155.535005575608,-6.461915980906307,-6.461915980906307,-6.461915980906307,0.0,0.0,0.0,1314.6135846362233
2009-10-20,1165.6485388881174,1173.4766924512496,1561.289271013369,1165.6485388881174,1165.6485388881174,188.65969863382782,188.65969863382782,188.65969863382782,195.18101260972682,195.18101260972682,195.18101260972682,-6.521313975899001,-6.521313975899001,-6.521313975899001,0.0,0.0,0.0,1354.308237521945
2009-10-21,1165.7565827347128,1108.0573033407165,1429.3390737755794,1165.7565827347128,1165.7565827347128,79.72649308284126,79.72649308284126,79.72649308284126,86.34063128775196,86.34063128775196,86.34063128775196,-6.614138204910703,-6.614138204910703,-6.614138204910703,0.0,0.0,0.0,1245.483075817554
2009-10-22,1165.8646265813084,903.5003047600849,1237.8715184684834,1165.8646265813084,1165.8646265813084,-96.33560743051494,-96.33560743051494,-96.33560743051494,-89.60160136090944,-89.60160136090944,-89.60160136090944,-6.734006069605492,-6.734006069605492,-6.734006069605492,0.0,0.0,0.0,1069.5290191507934
2009-10-23,1165.972670427904,801.4571741672064,1166.7390129274297,1165.972670427904,1165.972670427904,-200.01966888697973,-200.01966888697973,-200.01966888697973,-193.14699071884357,-193.14699071884357,-193.14699071884357,-6.872678168136167,-6.872678168136167,-6.872678168136167,0.0,0.0,0.0,965.9530015409242
2009-10-24,1166.080714254871,804.8853198468337,1163.5634999615684,1166.080714254871,1166.080714254871,-162.21021316806704,-162.21021316806704,-162.21021316806704,-155.18991132214805,-155.18991132214805,-155.18991132214805,-7.020301845919001,-7.020301845919001,-7.020301845919001,0.0,0.0,0.0,1003.870501086804
2009-10-25,1166.188758081838,984.3321506622356,1306.039576908162,1166.188758081838,1166.188758081838,-6.283853233529293,-6.283853233529293,-6.283853233529293,0.8818539287980572,0.8818539287980572,0.8818539287980572,-7.16570716232735,-7.16570716232735,-7.16570716232735,0.0,0.0,0.0,1159.9049048483087
2009-10-26,1166.296801908805,1145.2869338038379,1464.4453209932713,1166.296801908805,1166.296801908805,148.23825865659396,148.23825865659396,148.23825865659396,155.53500557570018,155.53500557570018,155.53500557570018,-7.296746919106231,-7.296746919106231,-7.296746919106231,0.0,0.0,0.0,1314.535060565399
2009-10-27,1166.4048457357721,1178.4670133024322,1533.9317202499503,1166.4048457357721,1166.4048457357721,187.78034152198168,187.78034152198168,187.78034152198168,195.18101260969567,195.18101260969567,195.18101260969567,-7.400671087713962,-7.400671087713962,-7.400671087713962,0.0,0.0,0.0,1354.1851872577538
2009-10-28,1166.512889562739,1040.6995898197895,1378.5658334224033,1166.512889562739,1166.512889562739,78.87610634803542,78.87610634803542,78.87610634803542,86.34063128795846,86.34063128795846,86.34063128795846,-7.4645249399230265,-7.4645249399230265,-7.4645249399230265,0.0,0.0,0.0,1245.3889959107744
2009-10-29,1166.6209333897061,899.6406314818253,1236.0007402991969,1166.6209333897061,1166.6209333897061,-97.07716082005096,-97.07716082005096,-97.07716082005096,-89.60160136102854,-89.60160136102854,-89.60160136102854,-7.475559459022427,-7.475559459022427,-7.475559459022427,0.0,0.0,0.0,1069.5437725696552
2009-10-30,1166.7289772166728,777.0031994909757,1087.923077410908,1166.7289772166728,1166.7289772166728,-200.5686329279366,-200.5686329279366,-200.5686329279366,-193.14699071887114,-193.14699071887114,-193.14699071887114,-7.421642209065475,-7.421642209065475,-7.421642209065475,0.0,0.0,0.0,966.1603442887362
2009-10-31,1166.8370210436399,826.5434945024848,1158.642734664955,1166.8370210436399,1166.8370210436399,-162.4815681005081,-162.4815681005081,-162.4815681005081,-155.18991132206844,-155.18991132206844,-155.18991132206844,-7.291656778439647,-7.291656778439647,-7.291656778439647,0.0,0.0,0.0,1004.3554529431318
2009-11-01,1166.9450648706068,970.7965244115842,1326.8778486632937,1166.9450648706068,1166.9450648706068,-6.194025264890769,-6.194025264890769,-6.194025264890769,0.8818539289272984,0.8818539289272984,0.8818539289272984,-7.075879193818067,-7.075879193818067,-7.075879193818067,0.0,0.0,0.0,1160.751039605716
2009-11-02,1167.0531086975739,1118.7841687417977,1493.9355423817583,1167.0531086975739,1167.0531086975739,148.76868526235063,148.76868526235063,148.76868526235063,155.53500557554887,155.53500557554887,155.53500557554887,-6.7663203131982605,-6.7663203131982605,-6.7663203131982605,0.0,0.0,0.0,1315.8217939599244
2009-11-03,1167.161152524541,1153.1341138516495,1574.5903922673797,1167.161152524541,1167.161152524541,188.82398847469932,188.82398847469932,188.82398847469932,195.18101260982644,195.18101260982644,195.18101260982644,-6.3570241351271095,-6.3570241351271095,-6.3570241351271095,0.0,0.0,0.0,1355.9851409992402
2009-11-04,1167.2691963515078,1080.4650373719371,1427.8726300058293,1167.2691963515078,1167.2691963515078,80.49631810926664,80.49631810926664,80.49631810926664,86.34063128783933,86.34063128783933,86.34063128783933,-5.844313178572688,-5.844313178572688,-5.844313178572688,0.0,0.0,0.0,1247.7655144607745
2009-11-05,1167.377240178475,890.8890051700253,1200.6058343976686,1167.377240178475,1167.377240178475,-94.82857492085041,-94.82857492085041,-94.82857492085041,-89.60160136114764,-89.60160136114764,-89.60160136114764,-5.2269735597027775,-5.2269735597027775,-5.2269735597027775,0.0,0.0,0.0,1072.5486652576246
2009-11-06,1167.4852840054418,806.7270453556138,1141.898171988012,1167.4852840054418,1167.4852840054418,-197.6533647945806,-197.6533647945806,-197.6533647945806,-193.14699071889746,-193.14699071889746,-193.14699071889746,-4.506374075683158,-4.506374075683158,-4.506374075683158,0.0,0.0,0.0,969.8319192108612
2009-11-07,1167.593327832409,839.2275143008503,1179.255589752983,1167.593327832409,1167.593327832409,-158.87642677589554,-158.87642677589554,-158.87642677589554,-155.18991132220842,-155.18991132220842,-155.18991132220842,-3.6865154536871207,-3.6865154536871207,-3.6865154536871207,0.0,0.0,0.0,1008.7169010565134
2009-11-08,1167.7013716593756,1040.5886013522465,1313.8121775340574,1167.7013716593756,1167.7013716593756,-1.8921539536568301,-1.8921539536568301,-1.8921539536568301,0.8818539287027766,0.8818539287027766,0.8818539287027766,-2.7740078823596064,-2.7740078823596064,-2.7740078823596064,0.0,0.0,0.0,1165.8092177057188
2009-11-09,1167.8094154863427,1146.464976622088,1502.2583186749503,1167.8094154863427,1167.8094154863427,153.75702861824553,153.75702861824553,153.75702861824553,155.53500557563356,155.53500557563356,155.53500557563356,-1.7779769573880442,-1.7779769573880442,-1.7779769573880442,0.0,0.0,0.0,1321.5664441045883
2009-11-10,1167.9174593133098,1196.2602271950282,1506.8754517895256,1167.9174593133098,1167.9174593133098,194.47111242509402,194.47111242509402,194.47111242509402,195.1810126097953,195.1810126097953,195.1810126097953,-0.7099001847012839,-0.7099001847012839,-0.7099001847012839,0.0,0.0,0.0,1362.3885717384037
2009-11-11,1168.0255031402767,1051.6292081992872,1423.6052441560232,1168.0255031402767,1168.0255031402767,86.7572531506596,86.7572531506596,86.7572531506596,86.3406312877137,86.3406312877137,86.3406312877137,0.4166218629458951,0.4166218629458951,0.4166218629458951,0.0,0.0,0.0,1254.7827562909363
2009-11-12,1168.1335469672438,862.6165417671622,1253.890097056381,1168.1335469672438,1168.1335469672438,-88.01544755777303,-88.01544755777303,-88.01544755777303,-89.60160136126673,-89.60160136126673,-89.60160136126673,1.5861538034936937,1.5861538034936937,1.5861538034936937,0.0,0.0,0.0,1080.1180994094707
2009-11-13,1168.2415907942107,836.5116789604559,1125.6005459203845,1168.2415907942107,1168.2415907942107,-190.3652252032432,-190.3652252032432,-190.3652252032432,-193.14699071885042,-193.14699071885042,-193.14699071885042,2.781765515607206,2.781765515607206,2.781765515607206,0.0,0.0,0.0,977.8763655909675
2009-11-14,1168.3496346211778,890.4643919292374,1164.723881952409,1168.3496346211778,1168.3496346211778,-151.2044963566483,-151.2044963566483,-151.2044963566483,-155.1899113221288,-155.1899113221288,-155.1899113221288,3.9854149654805098,3.9854149654805098,3.9854149654805098,0.0,0.0,0.0,1017.1451382645295
2009-11-15,1168.4576784481446,1006.5542360243996,1329.5954747329142,1168.4576784481446,1168.4576784481446,6.060217465569447,6.060217465569447,6.060217465569447,0.8818539288320324,0.8818539288320324,0.8818539288320324,5.178363536737415,5.178363536737415,5.178363536737415,0.0,0.0,0.0,1174.517895913714
2009-11-16,1168.5657222751117,1184.5023191927485,1516.077377236023,1168.5657222751117,1168.5657222751117,161.8766182772882,161.8766182772882,161.8766182772882,155.5350055757182,155.5350055757182,155.5350055757182,6.341612701569999,6.341612701569999,6.341612701569999,0.0,0.0,0.0,1330.4423405523999
2009-11-17,1168.6737661020788,1185.9327651422213,1577.402900034037,1168.6737661020788,1168.6737661020788,202.63736288818365,202.63736288818365,202.63736288818365,195.1810126097641,195.1810126097641,195.1810126097641,7.456350278419528,7.456350278419528,7.456350278419528,0.0,0.0,0.0,1371.3111289902624
2009-11-18,1168.7818099290457,1080.9929386444737,1464.8472924017765,1168.7818099290457,1168.7818099290457,94.84502554787073,94.84502554787073,94.84502554787073,86.34063128793315,86.34063128793315,86.34063128793315,8.504394259937584,8.504394259937584,8.504394259937584,0.0,0.0,0.0,1263.6268354769165
2009-11-19,1168.8898537560126,900.9272035047852,1281.3310106486665,1168.8898537560126,1168.8898537560126,-80.13297908939515,-80.13297908939515,-80.13297908939515,-89.60160136105641,-89.60160136105641,-89.60160136105641,9.46862227166125,9.46862227166125,9.46862227166125,0.0,0.0,0.0,1088.7568746666175
2009-11-20,1168.9978975829795,808.5757784475925,1167.6287157695147,1168.9978975829795,1168.9978975829795,-182.8136155849203,-182.8136155849203,-182.8136155849203,-193.1469907188022,-193.1469907188022,-193.1469907188022,10.333375133881889,10.333375133881889,10.333375133881889,0.0,0.0,0.0,986.1842819980592
2009-11-21,1169.1059414099466,860.4545012238298,1218.6782373775,1169.1059414099466,1169.1059414099466,-144.1050875883686,-144.1050875883686,-144.1050875883686,-155.18991132204636,-155.18991132204636,-155.18991132204636,11.084823733677785,11.084823733677785,11.084823733677785,0.0,0.0,0.0,1025.000853821578
2009-11-22,1169.2139852369135,1056.3689717481227,1373.015156884199,1169.2139852369135,1169.2139852369135,12.593143378666428,12.593143378666428,12.593143378666428,0.8818539289669602,0.8818539289669602,0.8818539289669602,11.711289449699466,11.711289449699466,11.711289449699466,0.0,0.0,0.0,1181.8071286155798
2009-11-23,1169.3220290638806,1158.2926309841364,1494.5112194504059,1169.3220290638806,1169.3220290638806,167.7385152542723,167.7385152542723,167.7385152542723,155.53500557580287,155.53500557580287,155.53500557580287,12.203509678469421,12.203509678469421,12.203509678469421,0.0,0.0,0.0,1337.0605443181528
2009-11-24,1169.4300728908477,1206.2414886708832,1495.688077180153,1169.4300728908477,1169.4300728908477,207.73585415960287,207.73585415960287,207.73585415960287,195.18101260981396,195.18101260981396,195.18101260981396,12.554841549788906,12.554841549788906,12.554841549788906,0.0,0.0,0.0,1377.1659270504506
2009-11-25,1169.5381167178145,1089.106589414273,1453.7343258335734,1169.5381167178145,1169.5381167178145,99.1020299337194,99.1020299337194,99.1020299337194,86.34063128780755,86.34063128780755,86.34063128780755,12.761398645911843,12.761398645911843,12.761398645911843,0.0,0.0,0.0,1268.640146651534
2009-11-26,1169.6461605447817,914.4269902657303,1253.220286055023,1169.6461605447817,1169.6461605447817,-76.77948395654467,-76.77948395654467,-76.77948395654467,-89.60160136117551,-89.60160136117551,-89.60160136117551,12.82211740463084,12.82211740463084,12.82211740463084,0.0,0.0,0.0,1092.866676588237
2009-11-27,1169.7542043717485,830.0396908887883,1145.5508903884456,1169.7542043717485,1169.7542043717485,-180.40823888189345,-180.40823888189345,-180.40823888189345,-193.14699071882973,-193.14699071882973,-193.14699071882973,12.738751836936265,12.738751836936265,12.738751836936265,0.0,0.0,0.0,989.3459654898551
2009-11-28,1169.8622481987154,864.5649453768533,1192.8194756428832,1169.8622481987154,1169.8622481987154,-142.67411415238797,-142.67411415238797,-142.67411415238797,-155.18991132196393,-155.18991132196393,-155.18991132196393,12.515797169575945,12.515797169575945,12.515797169575945,0.0,0.0,0.0,1027.1881340463274
2009-11-29,1169.9702920256823,1026.515269249271,1383.5205899578443,1169.9702920256823,1169.9702920256823,13.042198904202728,13.042198904202728,13.042198904202728,0.8818539287310506,0.8818539287310506,0.8818539287310506,12.160344975471677,12.160344975471677,12.160344975471677,0.0,0.0,0.0,1183.012490929885
2009-11-30,1170.0783358526494,1179.4641494011018,1492.5630187509194,1170.0783358526494,1170.0783358526494,167.21687980073764,167.21687980073764,167.21687980073764,155.53500557565164,155.53500557565164,155.53500557565164,11.681874225085997,11.681874225085997,11.681874225085997,0.0,0.0,0.0,1337.295215653387
2009-12-01,1170.1863796796163,1224.246240631841,1614.2668486544542,1170.1863796796163,1170.1863796796163,206.2729970365914,206.2729970365914,206.2729970365914,195.18101260979049,195.18101260979049,195.18101260979049,11.091984426800902,11.091984426800902,11.091984426800902,0.0,0.0,0.0,1376.4593767162078
2009-12-02,1170.2944235065834,1093.0988367581024,1457.8004999523048,1170.2944235065834,1170.2944235065834,96.74470986326568,96.74470986326568,96.74470986326568,86.34063128768845,86.34063128768845,86.34063128768845,10.404078575577229,10.404078575577229,10.404078575577229,0.0,0.0,0.0,1267.039133369849
2009-12-03,1170.4024673335505,913.4996886017129,1275.0823797752375,1170.4024673335505,1170.4024673335505,-79.96859640784132,-79.96859640784132,-79.96859640784132,-89.60160136129068,-89.60160136129068,-89.60160136129068,9.633004953449355,9.633004953449355,9.633004953449355,0.0,0.0,0.0,1090.4338709257092
2009-12-04,1170.5105111605174,791.8784950901088,1191.2060105826067,1170.5105111605174,1170.5105111605174,-184.35232283237687,-184.35232283237687,-184.35232283237687,-193.1469907187821,-193.1469907187821,-193.1469907187821,8.79466788640523,8.79466788640523,8.79466788640523,0.0,0.0,0.0,986.1581883281405
2009-12-05,1170.6185549874845,851.7887099216555,1208.3499398651957,1170.6185549874845,1170.6185549874845,-147.28429299084308,-147.28429299084308,-147.28429299084308,-155.18991132210672,-155.18991132210672,-155.18991132210672,7.905618331263653,7.905618331263653,7.905618331263653,0.0,0.0,0.0,1023.3342619966413
2009-12-06,1170.7265988144513,1010.8358728452262,1330.1116448532314,1170.7265988144513,1170.7265988144513,7.864489552121807,7.864489552121807,7.864489552121807,0.8818539288659785,0.8818539288659785,0.8818539288659785,6.982635623255828,6.982635623255828,6.982635623255828,0.0,0.0,0.0,1178.591088366573
2009-12-07,1170.8346426414184,1178.9358109214527,1509.330592339228,1170.8346426414184,1170.8346426414184,161.57731742437647,161.57731742437647,161.57731742437647,155.53500557551524,155.53500557551524,155.53500557551524,6.042311848861198,6.042311848861198,6.042311848861198,0.0,0.0,0.0,1332.411960065795
2009-12-08,1170.9426864683855,1155.58683469316,1538.47618042147,1170.9426864683855,1170.9426864683855,200.2816627275023,200.2816627275023,200.2816627275023,195.18101260976704,195.18101260976704,195.18101260976704,5.100650117735249,5.100650117735249,5.100650117735249,0.0,0.0,0.0,1371.224349195888
2009-12-09,1171.0507302953522,1100.2497827833852,1447.503301118425,1171.0507302953522,1171.0507302953522,90.51331878724683,90.51331878724683,90.51331878724683,86.34063128756934,86.34063128756934,86.34063128756934,4.172687499677506,4.172687499677506,4.172687499677506,0.0,0.0,0.0,1261.564049082599
2009-12-10,1171.1587741223193,917.5662313678736,1218.0310824882254,1171.1587741223193,1171.1587741223193,-86.32944877677393,-86.32944877677393,-86.32944877677393,-89.6016013610882,-89.6016013610882,-89.6016013610882,3.2721525843142607,3.2721525843142607,3.2721525843142607,0.0,0.0,0.0,1084.8293253455454
2009-12-11,1171.2668179492862,787.4173350141295,1129.8523292853167,1171.2668179492862,1171.2668179492862,-190.7358241807561,-190.7358241807561,-190.7358241807561,-193.14699071880904,-193.14699071880904,-193.14699071880904,2.411166538052943,2.411166538052943,2.411166538052943,0.0,0.0,0.0,980.53099376853
2009-12-12,1171.3748617762533,847.5619601958465,1166.5677691250871,1171.3748617762533,1171.3748617762533,-153.58991611435943,-153.58991611435943,-153.58991611435943,-155.18991132202711,-155.18991132202711,-155.18991132202711,1.5999952076677166,1.5999952076677166,1.5999952076677166,0.0,0.0,0.0,1017.7849456618939
2009-12-13,1171.4829056032202,994.3555639906825,1372.8476532413936,1171.4829056032202,1171.4829056032202,1.7287122217220456,1.7287122217220456,1.7287122217220456,0.8818539289952196,0.8818539289952196,0.8818539289952196,0.8468582927268258,0.8468582927268258,0.8468582927268258,0.0,0.0,0.0,1173.211617824942
2009-12-14,1171.5909494301873,1101.639748742984,1475.9242410639833,1171.5909494301873,1171.5909494301873,155.6928055007907,155.6928055007907,155.6928055007907,155.53500557559246,155.53500557559246,155.53500557559246,0.1577999251982469,0.1577999251982469,0.1577999251982469,0.0,0.0,0.0,1327.283754930978
2009-12-15,1171.6989932571541,1150.5122657667569,1526.3327762585802,1171.6989932571541,1171.6989932571541,194.71763581362927,194.71763581362927,194.71763581362927,195.18101260981686,195.18101260981686,195.18101260981686,-0.46337679618758015,-0.46337679618758015,-0.46337679618758015,0.0,0.0,0.0,1366.4166290707835
2009-12-16,1171.8070370841212,1069.7784140508707,1430.8281136670182,1171.8070370841212,1171.8070370841212,85.3255206731834,85.3255206731834,85.3255206731834,86.34063128778227,86.34063128778227,86.34063128778227,-1.0151106145988644,-1.0151106145988644,-1.0151106145988644,0.0,0.0,0.0,1257.1325577573048
2009-12-17,1171.9150809110884,920.9961896640763,1264.8825023810398,1171.9150809110884,1171.9150809110884,-91.09962077177805,-91.09962077177805,-91.09962077177805,-89.6016013608818,-89.6016013608818,-89.6016013608818,-1.4980194108962526,-1.4980194108962526,-1.4980194108962526,0.0,0.0,0.0,1080.8154601393103
2009-12-18,1172.0231247380552,834.319766797216,1185.454791708794,1172.0231247380552,1172.0231247380552,-195.06176764338275,-195.06176764338275,-195.06176764338275,-193.146990718836,-193.146990718836,-193.146990718836,-1.9147769245467596,-1.9147769245467596,-1.9147769245467596,0.0,0.0,0.0,976.9613570946725
2009-12-19,1172.1311685650223,833.6026222992635,1190.7991649778091,1172.1311685650223,1172.1311685650223,-157.45984484984757,-157.45984484984757,-157.45984484984757,-155.1899113219475,-155.1899113219475,-155.1899113219475,-2.2699335279000494,-2.2699335279000494,-2.2699335279000494,0.0,0.0,0.0,1014.6713237151748
2009-12-20,1172.239212391989,960.6541413948082,1332.699786770042,1172.239212391989,1172.239212391989,-1.6878332914879894,-1.6878332914879894,-1.6878332914879894,0.8818539291244317,0.8818539291244317,0.8818539291244317,-2.5696872206124213,-2.5696872206124213,-2.5696872206124213,0.0,0.0,0.0,1170.551379100501
2009-12-21,1172.347256218956,1158.1273245341724,1494.4664259168003,1172.347256218956,1172.347256218956,152.71339322087445,152.71339322087445,152.71339322087445,155.53500557545607,155.53500557545607,155.53500557545607,-2.821612354581594,-2.821612354581594,-2.821612354581594,0.0,0.0,0.0,1325.0606494398305
2009-12-22,1172.455300045923,1202.4613728284269,1569.3555846251595,1172.455300045923,1172.455300045923,192.14665789846038,192.14665789846038,192.14665789846038,195.18101260978568,195.18101260978568,195.18101260978568,-3.034354711325309,-3.034354711325309,-3.034354711325309,0.0,0.0,0.0,1364.6019579443832
2009-12-23,1172.56334387289,1068.2594522203435,1432.3037480248174,1172.56334387289,1172.56334387289,83.12332888463908,83.12332888463908,83.12332888463908,86.34063128765666,86.34063128765666,86.34063128765666,-3.2173024030175976,-3.2173024030175976,-3.2173024030175976,0.0,0.0,0.0,1255.686672757529
2009-12-24,1172.6713876998572,915.3635502601292,1278.5960915569603,1172.6713876998572,1172.6713876998572,-92.98184399415075,-92.98184399415075,-92.98184399415075,-89.6016013610009,-89.6016013610009,-89.6016013610009,-3.3802426331498476,-3.3802426331498476,-3.3802426331498476,0.0,0.0,0.0,1079.6895437057065
2009-12-25,1172.779431526824,812.2385652170547,1186.7103582267098,1172.779431526824,1172.779431526824,-196.6800053382376,-196.6800053382376,-196.6800053382376,-193.14699071886358,-193.14699071886358,-193.14699071886358,-3.533014619374045,-3.533014619374045,-3.533014619374045,0.0,0.0,0.0,976.0994261885864
2009-12-26,1172.8874753537912,822.9920434717204,1176.700421746222,1172.8874753537912,1172.8874753537912,-158.87508026648499,-158.87508026648499,-158.87508026648499,-155.18991132209032,-155.18991132209032,-155.18991132209032,-3.6851689443946753,-3.6851689443946753,-3.6851689443946753,0.0,0.0,0.0,1014.0123950873062
